STAIDT,site_no,STATION_NAME,LATITUDE,LONGITUDE,FINAL_REFERENCE,DA_SQKM,NHDV2_COMID
T11404330,11404330,NF FEATHER R BL GRIZZLY C CA,39.85238459,-121.3924673,N,1914,2775676
T11404360,11404360,CRESTA PH NR PULGA CA,39.8259956,-121.4096897,NA,NA,2776466
T11404500,11404500,NF FEATHER R A PULGA CA,39.79432869,-121.4516352,N,1953,2776482
T11404900,11404900,POE PH BL POE DAM NR JARBO GAP CA,39.72294017,-121.469413,NA,NA,2776512
T11404901,11404901,COMBINED FLOW N F FEATHER R PULGA + POE PP CA,39.72294017,-121.469413,NA,NA,2776512
T11405300,11405300,WB FEATHER R NR PARADISE CA,39.78655041,-121.5627497,N,110,2776484
T11405500,11405500,SPRING VALLEY D NR YANKEE HILL CA,39.76321726,-121.5294152,NA,NA,2776518
T11406000,11406000,CONCOW C NR YANKEE HILL CA,39.76238393,-121.5274707,N,15.1,2775834
T11406500,11406500,WB FEATHER R NR YANKEE HILL CA,39.69849562,-121.5616379,N,146,2776614
T11406810,11406810,PALERMO CN A OROVILLE DAM CA,39.5329419,-121.4830236,NA,NA,7968427
T11406818,11406818,HYATT PH POWER RELEASE NR OROVILLE,39.5354419,-121.4752457,NA,NA,7968427
T11406819,11406819,HYATT PH PUMPBACK NR OROVILLE CA,39.5354419,-121.4752457,NA,NA,7968427
T11406820,11406820,HYATT PH NR OROVILLE CA,39.5354419,-121.4752457,NA,NA,7968427
T11406848,11406848,THERMALITO POWER RELEASE NR OROVILLE CA,39.5146084,-121.6296945,NA,NA,7968111
T11406849,11406849,THERMALITO PH PUMPBACK NR OROVILLE CA,39.5146084,-121.6296945,NA,NA,7968111
T11406850,11406850,THERMALITO PH NR OROVILLE CA,39.5146084,-121.6296945,NA,NA,7968111
T11406880,11406880,WESTERN CN A INTAKE NR OROVILLE CA,39.50516396,-121.686085,NA,NA,1679581
T11406890,11406890,RICHVALE CN A INTAKE NR OROVILLE CA,39.50516396,-121.686085,NA,NA,1679581
T11406900,11406900,PGE LATERAL A INTAKE NR OROVILLE CA,39.48933084,-121.6877516,NA,NA,1682619
T11406910,11406910,SUTTER BUTTE CN A INTAKE NR OROVILLE CA,39.4504426,-121.6583058,NA,NA,1682827
T11406920,11406920,THERMALITO AFTERBAY RELEASE TO FEATHER R CA,39.4562759,-121.637194,NA,NA,7972401
T11406930,11406930,DIV TO FEATHER R FISH HATCHERY NR OROVILLE CA,39.51794185,-121.5541368,NA,NA,7968113
T11406999,11406999,FEATHER R A OROVILLE R ONLY CA,39.52155294,-121.5477477,N,NA,7968113
T11407000,11407000,FEATHER R A OROVILLE CA,39.52155294,-121.5477477,N,3624,7968113
T11407150,11407150,FEATHER R NR GRIDLEY CA,39.36655513,-121.6471932,N,3676,7972453
T11407300,11407300,N HONCUT C NR BANGOR CA,39.34211157,-121.4913554,N,47.1,7972059
T11407500,11407500,S HONCUT C NR BANGOR CA,39.36766755,-121.3721856,N,30.6,8053903
T11407700,11407700,FEATHER R A YUBA CITY CA,39.138781,-121.6057994,N,3974,7972591
T11407810,11407810,M YUBA R A JACKSON MDWS DAM NR SIERRA CITY CA,39.50990117,-120.5552124,N,37.6,8058651
T11407815,11407815,M YUBA R CTRL RLS FRM JCK.MDW RES NR SIERRA CTY CA,39.50990117,-120.5552124,NA,37.6,8058651
T11407900,11407900,M YUBA R BL JACKSON MDWS DAM NR SIERRA CITY CA,39.51601214,-120.5621572,N,38.3,8058617
T11408000,11408000,MILTON-BOWMAN TUNNEL OUTLET NR GRANITEVILLE CA,39.46017837,-120.6113246,NA,NA,8063381
T11408500,11408500,M YUBA R A MILTON CA,39.52267846,-120.5824359,N,39.8,8059611
T11408501,11408501,M YUBA R A MILTON + MILTON BOWMAN TUNNEL CA,39.52267846,-120.5824359,NA,39.8,8059611
T11408550,11408550,M YUBA R BL MILTON DAM CA,39.5218451,-120.583547,N,39.9,8058581
T11408700,11408700,M YUBA R NR ALLEGHANY CA,39.4385083,-120.8121657,N,96.6,8063479
T11408850,11408850,M YUBA R NR CAMPTONVILLE CA,39.41683845,-120.9527274,Y,136,8063571
T11408870,11408870,LOHMAN RIDGE TU A IT NR CAMPTONVILLE CA,39.412393,-120.9963405,NA,NA,8063597
T11408880,11408880,M YUBA R BL OUR HOUSE DAM CA,39.4115596,-120.9980072,N,145,8063597
T11409000,11409000,M YUBA R AB OREGON C NR NORTH SAN JUAN CA,39.39294765,-121.0816208,N,162,8060677
T11409001,11409001,M YUBA R AB OREGON C NR N SAN JUAN + MILTON CA,39.39294765,-121.0816208,NA,162,8060677
T11409300,11409300,OREGON C A CAMPTONVILLE CA,39.44600312,-121.0463431,Y,23,8060547
T11409350,11409350,CAMPTONVILLE TU A IT NR CAMPTONVILLE CA,39.44016966,-121.059399,NA,NA,8060553
T11409400,11409400,OREGON C BL LOG CABIN DAM NR CAMPTONVILLE CA,39.4393363,-121.0591211,N,29.1,8060553
T11409500,11409500,OREGON C NR NORTH SAN JUAN CA,39.40266982,-121.0774543,Y,34.4,8060667
T11410000,11410000,M YUBA R NR NORTH SAN JUAN CA,39.3940587,-121.0849543,N,198,8060699
T11410001,11410001,M YUBA R NR N SAN JUAN + DIV CA,39.38739202,-121.0941212,NA,207,8060699
T11410400,11410400,HAYPRESS C NR SIERRA CITY CA,39.56240102,-120.5482686,N,18.2,8058361
T11410500,11410500,N YUBA R NR SIERRA CITY CA,39.56239921,-120.6593837,N,94.7,8058375
T11411000,11411000,DOWNIE R A DOWNIEVILLE CA,39.5623961,-120.8246682,N,72.7,8058401
T11411500,11411500,N YUBA R A GOODYEARS BAR CA,39.54100596,-120.8860599,N,221,8058513
T11412000,11412000,ROCK C A GOODYEARS BAR CA,39.53739488,-120.885782,N,8.98,8058537
T11412500,11412500,GOODYEARS C A GOODYEARS BAR CA,39.54156148,-120.8877267,N,12.9,8058497
T11413000,11413000,N YUBA R BL GOODYEARS BAR CA,39.5248937,-120.9380068,N,250,8058675
T11413100,11413100,N YUBA R AB SLATE C NR STRAWBERRY CA,39.52461288,-121.0916235,Y,351,8056781
T11413250,11413250,SLATE C TUNNEL NR STRAWBERRY VALLEY CA,39.6157245,-121.0519003,NA,NA,8056663
T11413300,11413300,SLATE C BL DIV DAM NR STRAWBERRY CA,39.61433564,-121.0521781,N,49.4,8056663
T11413320,11413320,DEADWOOD C NR STRAWBERRY VALLEY CA,39.54989055,-121.0944014,Y,3.16,8056721
T11413323,11413323,OWL GULCH NR STRAWBERRY VALLEY CA,39.5454461,-121.0952348,Y,2.07,8056723
T11413326,11413326,DEADWOOD C PP NR STRAWBERRY VALLEY CA,39.53016836,-121.0952348,NA,NA,8056751
T11413500,11413500,N YUBA R BL BULLARDS BAR DAM CA,39.4040579,-121.1427343,N,487,8062435
T11413510,11413510,NEW COLGATE PH NR FRENCH CORRAL CA,39.3307252,-121.1907905,NA,NA,8062243
T11413517,11413517,N YUBA R LOW FLOW RLS BL NEW BULLARDS BAR DAM CA,39.39044696,-121.1444008,NA,489,8060745
T11413520,11413520,N YUBA R BL NEW BULLARDS BAR DAM NR N SAN JUAN CA,39.39044696,-121.1444008,N,489,8060745
T11413600,11413600,SWEETLAND C NR NORTH SAN JUAN CA,39.3382257,-121.1171766,N,2.68,8060847
T11413900,11413900,UP CASTLE C A SODA SPRINGS CA,39.32573789,-120.3685359,N,3.96,8064035
T11414000,11414000,S YUBA R NR CISCO CA,39.32129093,-120.5643753,Y,51.8,8064109
T11414100,11414100,FORDYCE C BL FORDYCE DAM NR CISCO CA,39.37990268,-120.4993742,N,31.7,8064519
T11414154,11414154,SPAULDING NO 1 PH NR EMIGRANT GAP CA,39.3243453,-120.6446562,NA,NA,8064049
T11414155,11414155,SPAULDING NO 2 PH NR EMIGRANT GAP CA,39.32462307,-120.6452118,NA,NA,8064111
T11414170,11414170,DRUM CN A TUNNEL OUTLET NR EMIGRANT GAP CA,39.31740077,-120.6532675,NA,NA,8064103
T11414190,11414190,DRUM CN NR DRUM FOREBAY NR BLUE CYN CA,39.26489996,-120.7299358,NA,NA,15014833
T11414194,11414194,DRUM NO 1 PH NR BLUE CYN CA,39.25684377,-120.7674372,NA,NA,15014841
T11414195,11414195,DRUM NO 2 PH NR BLUE CANYON CA,39.25712155,-120.7674372,NA,NA,15014841
T11414196,11414196,COMBINED FLOW DRUM NO 1 AND 2 PP NR BLUE CYN CA,39.25684377,-120.7674372,NA,NA,15014841
T11414200,11414200,S YUBA CN NR EMIGRANT GAP CA,39.31351176,-120.66299,NA,NA,15014911
T11414205,11414205,DEER C PH NR WASHINGTON CA,39.29795286,-120.844386,NA,NA,8064201
T11414210,11414210,S YUBA R CONTROLLED REL A LK SPAULDING NR EMIGRANT,39.32434528,-120.646045,NA,118,8064111
T11414250,11414250,S YUBA R A LANGS CROSSING NR EMIGRANT GAP CA,39.3185118,-120.657712,N,120,8064105
T11414470,11414470,CANYON C BL SAWMILL LK CA,39.44545636,-120.602435,N,16.4,8063439
T11414700,11414700,JACKSON C BL JACKSON LK CA,39.4646235,-120.5638229,N,0.65,8063383
T11416000,11416000,BOWMAN-SPAULDING CN INTAKE NR GRANITEVILLE CA,39.44045555,-120.6593815,NA,NA,8064461
T11416100,11416100,BOWMAN SPAULDING CN A JORDAN C SIPHON CA,39.342123,-120.6416009,NA,NA,8063929
T11416200,11416200,SPAULDING NO 3 PH NR EMIGRANT GAP CA,39.3374009,-120.6354895,NA,NA,8063963
T11416500,11416500,CANYON C BL BOWMAN LK CA,39.43962219,-120.661326,N,28.3,8063529
T11417000,11417000,S YUBA R NR WASHINGTON CA,39.36045417,-120.7716064,N,198,8063831
T11417100,11417100,POORMAN C NR WASHINGTON CA,39.35989778,-120.8077192,N,23.1,8063879
T11417500,11417500,S YUBA R A JONES BAR NR GRASS VALLEY CA,39.2921153,-121.1046751,N,308,8060983
T11417970,11417970,NARROWS NO 1 PH A ENGLEBRIGHT DAM CA,39.2362819,-121.2719034,NA,NA,8061185
T11417980,11417980,NARROWS PH NO 2 BL ENGLEBRIGHT DAM CA,39.234893,-121.27357,NA,NA,8062589
T11418000,11418000,YUBA R BL ENGLEBRIGHT DAM NR SMARTVILLE CA,39.23517079,-121.2741256,Y,1108,8062589
T11418500,11418500,DEER C NR SMARTVILLE CA,39.22433764,-121.2685697,N,84.6,8061235
T11419000,11419000,YUBA R A SMARTVILLE CA,39.2235041,-121.2935704,N,1200,8062593
T11420000,11420000,DRY C NR BROWNSVILLE CA,39.47766618,-121.255239,N,20.4,8060527
T11420500,11420500,DRY C A VIRGINIA RANCH CA,39.3221133,-121.3135724,N,71.3,8062635
T11420700,11420700,DRY C NR BROWNS VALLEY CA,39.25628098,-121.3438503,N,87.1,8061127
T11420750,11420750,BROWNS VALLEY IRR DITCH NR BROWNS VALLEY CA,39.21711411,-121.431352,NA,NA,7970363
T11420760,11420760,BROPHY S YUBA CANAL NR MARYSVILLE CA,39.16683684,-121.4496846,NA,NA,7970621
T11420770,11420770,HALLWOOD-CORDUA ID CN NR MARYSVILLE CA,39.20905843,-121.4580192,NA,NA,7981776
T11421000,11421000,YUBA R NR MARYSVILLE CA,39.17572511,-121.5249647,N,1339,7981844
T11421500,11421500,YUBA R A MARYSVILLE CA,39.14433653,-121.5774654,N,1344,7981874
T11421700,11421700,FEATHER R BL SHANGHAI BEND NR OLIVEHURST CA,39.07878187,-121.603298,N,5334,7972673
T11421710,11421710,BEAR R NR EMIGRANT GAP CA,39.30628935,-120.6791015,N,0.76,15014823
T11421720,11421720,BOARDMAN CN NR EMIGRANT GAP CA,39.2968446,-120.7032689,NA,NA,15014349
T11421725,11421725,ALTA PH NR DUTCH FLAT CA,39.21573197,-120.8035488,NA,NA,15014871
T11421750,11421750,DUTCH FLAT NO 1 PH NR DUTCH FLAT CA,39.21712017,-120.8354948,NA,NA,15014843
T11421760,11421760,DUTCH FLAT NO 2 FLUME NR BLUE CANYON CA,39.2543436,-120.775493,NA,NA,15014869
T11421770,11421770,BEAR R BL DRUM AFTERBAY NR BLUE CANYON CA,39.2543436,-120.7749374,N,12.3,15014869
T11421780,11421780,CHICAGO PARK FLUME NR DUTCH FLAT CA,39.2151756,-120.8407728,NA,NA,15014925
T11421790,11421790,BEAR R BL DUTCH FLAT AFTERBAY NR DUTCH FLAT CA,39.21350886,-120.8452174,N,21.5,15014455
T11421900,11421900,ROLLINS PH NR COLFAX CA,39.1343406,-120.9535543,NA,NA,15014551
T11422000,11422000,BEAR R CN NR COLFAX CA,39.13267396,-120.9543876,NA,NA,15014563
T11422500,11422500,BEAR R BL ROLLINS DAM NR COLFAX CA,39.131285,-120.95911,N,105,15014563
T11423000,11423000,BEAR R NR AUBURN CA,39.01656307,-121.1068921,N,140,15012953
T11423500,11423500,BEAR R A VAN TRENT CA,39.04433975,-121.2941216,N,265,15013993
T11423800,11423800,BEAR R F REL BL CAMP FAR WEST RES NR WHEATLAND CA,39.0415617,-121.3321782,NA,NA,15069296
T11424000,11424000,BEAR R NR WHEATLAND CA,39.0001727,-121.4066238,N,292,948020363
T11424500,11424500,DRY C NR WHEATLAND CA,39.02628325,-121.4371809,N,99.9,15069312
T11424600,11424600,WELLMAN C NR SMARTVILLE CA,39.19350409,-121.3407932,N,0.59,7970441
T11425000,11425000,FEATHER R NR NICOLAUS,38.8904532,-121.6044058,N,5921,7975783
T11425310,11425310,HALSEY PH NR AUBURN CA,38.95684206,-121.0418892,NA,NA,15007195
T11425415,11425415,WISE PH NR AUBURN CA,38.88962106,-121.0985574,NA,NA,948021112
T11425416,11425416,NEWCASTLE PP NR NEWCASTLE CA,38.83489995,-121.0930013,NA,NA,14996597
T11425500,11425500,SACRAMENTO R A VERONA CA,38.77434584,-121.5982928,N,21251,15039097
T11426000,11426000,SACRAMENTO WEIR SPILL TO YOLO BYPASS NR SAC CA,38.60684926,-121.5552347,NA,NA,15035869
T11426110,11426110,ONION C TRIB NO 3 NR SODA SPRINGS CA,39.2843493,-120.3565902,N,0.65,14991663
T11426130,11426130,ONION C TRIB NO 2 NR SODA SPRINGS CA,39.2760159,-120.366868,N,0.48,14991679
T11426140,11426140,ONION C TRIB NO 1 NR SODA SPRINGS CA,39.27490479,-120.3671458,N,0.19,14991679
T11426150,11426150,ONION C NR SODA SPRINGS CA,39.26712708,-120.3649233,Y,3.58,14991725
T11426160,11426160,ONION C TRIB NO 7 NR SODA SPRINGS CA,39.26601607,-120.356312,N,0.8,14991723
T11426190,11426190,LAKE VALLEY CN NR EMIGRANT GAP CA,39.2987899,-120.6429889,NA,NA,14991645
T11426200,11426200,NF FORBES C NR DUTCH FLAT CA,39.1435107,-120.7593781,N,1.68,14992405
T11426400,11426400,N SHIRTTAIL C NR DUTCH FLAT CA,39.13017676,-120.7966019,N,9.1,14993723
T11426500,11426500,NF AMERICAN R NR COLFAX CA,39.04017552,-120.9027165,N,308,14992951
T11427000,11427000,NF AMERICAN R A NORTH FORK DAM CA,38.93600919,-121.023833,N,342,14996611
T11427200,11427200,FRENCH MEADOWS PP NR MEEKS BAY C CA,39.0782386,-120.4085318,NA,NA,14993703
T11427500,11427500,MF AMERICAN R A FRENCH MEADOWS CA,39.1096266,-120.4813127,N,47.9,14993579
T11427700,11427700,DUNCAN CYN C NR FRENCH MEADOWS CA,39.1357376,-120.4785353,Y,9.94,14992381
T11427750,11427750,DUNCAN CYN C BL DIV DAM NR FRENCH MEADOWS CA,39.13295978,-120.4838132,N,10.5,14992381
T11427760,11427760,MF AMERICAN R AB MF PH NR FORESTHILL CA,39.0251806,-120.5954812,N,87.8,14992983
T11427765,11427765,RALSTON PH NR FORESTHILL CA,39.00017814,-120.7240952,NA,NA,14993187
T11427770,11427770,MF AMERICAN R BL INTERBAY DAM NR FORESTHILL CA,39.02629158,-120.603537,N,89.1,14992983
T11427940,11427940,RUBICON-ROCKBOUND TUNNEL NR MEEKS BAY CA,38.98768507,-120.2257454,NA,NA,14997049
T11427960,11427960,RUBICON R BL RUBICON LK CA,38.98879619,-120.2232453,N,26.8,14997045
T11428000,11428000,RUBICON R A RUBICON SPRINGS NR MEEKS BAY CA,39.0193515,-120.2471356,N,31.4,14993639
T11428001,11428001,COMBINED RUBICON R-ROCKBOUND TUNNEL CA,39.0193515,-120.2471356,NA,31.4,14993639
T11428300,11428300,BUCK-LOON TUNNEL NR MEEKS BAY CA,39.00462926,-120.2568578,NA,NA,14993077
T11428400,11428400,L RUBICON R BL BUCK ISLAND DAM CA,39.00490704,-120.2563022,N,6,14993077
T11428600,11428600,MF PH NR FORESTHILL CA,39.02490284,-120.5963146,NA,NA,14992983
T11428800,11428800,RUBICON R BL HELL HOLE DAM CA,39.05657207,-120.4079758,N,114,14992773
T11429300,11429300,ROBBS PEAK PH NR KYBURZ CA,38.89712824,-120.3782515,NA,NA,14983552
T11429340,11429340,LOON LK PH NR MEEKS BAY CA,38.98240649,-120.3251937,NA,NA,14997089
T11429500,11429500,GERLE C BL LOON LK NR MEEKS BAY CA,39.00546206,-120.3154712,N,8.01,14993085
T11429800,11429800,ROBBS PEAK TU NR RIVERTON CA,38.9032394,-120.3726957,NA,NA,14981362
T11430000,11430000,SF RUBICON R BL GERLE C NR GEORGETOWN CA,38.95462796,-120.4015856,N,47.6,14997301
T11430500,11430500,SF RUBICON R A MOUTH NR GEORGETOWN CA,38.96796063,-120.4663103,N,56.9,14997209
T11431000,11431000,RUBICON R NR GEORGETOWN CA,38.95823817,-120.4857555,N,195,14997367
T11431500,11431500,GEORGETOWN DIVIDE DITCH AB PILOT C NR GEORGETWN CA,38.93823816,-120.4793665,NA,NA,14997883
T11431800,11431800,PILOT C AB STUMPY MEADOWS RES CA,38.8946257,-120.5682585,N,11.7,14997611
T11432000,11432000,GEORGETOWN DIVIDE DITCH NR GEORGETOWN CA,38.9032363,-120.6043707,NA,NA,14997597
T11432500,11432500,PILOT C NR GEORGETOWN CA,38.90379188,-120.6040929,N,15.1,14997987
T11433040,11433040,PILOT C BL MUTTON CANYON NR GEORGETOWN CA,38.92351348,-120.6418716,N,21.1,14997523
T11433060,11433060,SF LONG CANYON C DIV TUNNEL NR VOLCANOVILLE CA,39.0510159,-120.471589,NA,NA,948021101
T11433080,11433080,NF LONG CANYON C DIV TU NR VOLCANOVILLE CA,39.04907139,-120.4832561,NA,NA,14993625
T11433100,11433100,LONG CANYON C NR FRENCH MEADOWS CA,39.02101555,-120.5157567,N,18,14992999
T11433200,11433200,RUBICON R NR FORESTHILL CA,38.99240049,-120.7215952,N,315,14997099
T11433212,11433212,OXBOW PH NR FORESTHILL CA,39.0037888,-120.7465959,NA,NA,14993699
T11433260,11433260,NF OF MF AMERICAN R NR FORESTHILL CA,39.02406712,-120.7185401,Y,88.9,14993059
T11433300,11433300,MF AMERICAN R NR FORESTHILL CA,39.0060108,-120.7607633,Y,524,14993649
T11433400,11433400,CANYON C NR GEORGETOWN CA,38.93406607,-120.8735478,N,12.5,14997497
T11433420,11433420,MAINE BAR CANYON C NR GREENWOOD CA,38.9260099,-120.9485517,Y,0.76,14997567
T11433500,11433500,MF AMERICAN R NR AUBURN CA,38.91795401,-121.0152215,Y,614,14994421
T11433799,11433799,COMB FLOW N FK AMERICAN R + M FK AMERICAN CA,38.8721215,-121.056056,NA,NA,NA
T11433800,11433800,NF AMERICAN R BL AUBURN DAMSITE NR AUBURN CA,38.8721215,-121.056056,N,973,NA
T11434000,11434000,NF AMERICAN R A RATTLESNAKE BAR CA,38.81378926,-121.0941123,N,996,14996683
T11434500,11434500,ECHO LAKE CONDUIT NR PHILLIPS CA,38.83101846,-120.0376835,NA,NA,NA
T11435100,11435100,PYRAMID C A TWIN BRIDGES CA,38.81574095,-120.1171308,N,8.76,14982014
T11436000,11436000,SILVER LK OUTLET NR KIRKWOOD CA,38.67157545,-120.1229654,N,15.2,14983016
T11436999,11436999,CAPLES C RELEASE BL CAPLES DAM NR KIRKWOOD CA,38.7085188,-120.0515736,NA,13.5,14982798
T11437000,11437000,CAPLES LK OUTLET NR KIRKWOOD CA,38.70796326,-120.051018,NA,13.5,14982798
T11437500,11437500,CAPLES LK SPILLWAY NR KIRKWOOD CA,38.7043523,-120.0651852,NA,NA,14982844
T11438000,11438000,SILVER FORK OF SF AMERICAN R NR KYBURZ CA,38.76157452,-120.2854703,N,107,14982664
T11439000,11439000,EL DORADO CN NR KYBURZ CA,38.7643516,-120.320194,NA,NA,14983438
T11439500,11439500,SF AMERICAN R NR KYBURZ(RIVER ONLY) CA,38.76351814,-120.3285276,N,193,14982602
T11439501,11439501,SF AMERICAN R NR KYBURZ TOTAL FLOW CA,38.76351814,-120.3285277,NA,193,14982602
T11439950,11439950,ALDER C PIPELINE NR WHITEHALL CA,38.7640728,-120.375474,NA,NA,14983438
T11439999,11439999,ALDER C NR WHITEHALL CA (CREEK ONLY) CA,38.75518399,-120.3724184,N,22,14983440
T11440000,11440000,ALDER C NR WHITEHALL  TOTAL FLOW CA,38.75518399,-120.3724184,N,22,14983440
T11440500,11440500,PLUM C NR RIVERTON CA,38.7540718,-120.4274207,N,7.32,14983456
T11440900,11440900,JONES FORK PP NR KYBURZ CA,38.8507393,-120.3818629,NA,NA,14986576
T11441000,11441000,SILVER C A UNION VALLEY CA,38.8651831,-120.4274203,N,83,14983584
T11441002,11441002,UNION VALLEY PH NR PACIFIC CA,38.8646273,-120.4438098,N,NA,14981594
T11441500,11441500,SF SILVER C NR ICE HOUSE CA,38.81879517,-120.3651957,N,27.5,14981972
T11441780,11441780,JAYBIRD PH NR POLLOCK PINES CA,38.83407049,-120.531591,NA,NA,14981880
T11441800,11441800,SILVER C BL JUNCTION DAM NR POLLOCK PINES CA,38.85212708,-120.4571437,N,146,14983592
T11441895,11441895,CAMINO PH NR POLLOCK PINES CA,38.79545866,-120.6218722,NA,NA,14982336
T11441900,11441900,SILVER C BL CAMINO DIV DAM CA,38.8237926,-120.5393692,N,171,14981952
T11442000,11442000,SILVER C NR PLACERVILLE CA,38.79157,-120.5885378,N,177,14982362
T11442500,11442500,SF AMERICAN R BL SILVER C NR POLLOCK PINES CA,38.81018086,-120.6182608,N,449,14983602
T11442700,11442700,BRUSH C BL BRUSH CREEK DAM NR POLLOCK PINES CA,38.8112919,-120.623261,N,8.04,14982148
T11443000,11443000,AMERICAN R FLUME NR CAMINO CA,38.77129163,-120.7052088,NA,501,14982584
T11443460,11443460,WHITEROCK PH NR PLACERVILLE CA,38.76518019,-120.7868786,NA,NA,14982660
T11443500,11443500,SF AMERICAN R NR CAMINO CA,38.7729583,-120.7015975,N,493,14982578
T11443501,11443501,SF AMERICAN R NR CAMINO + AMERICAN R FLUME CA,38.7729583,-120.7015975,NA,493,14983408
T11444200,11444200,ROCK C OVERFLOW WEIR A DIV NR PLACERVILLE CA,38.79434654,-120.7754889,NA,73,14982384
T11444201,11444201,ROCK C NR PLACERVILLE CA,38.79434654,-120.7754889,N,73,14982384
T11444260,11444260,ROCK C FISH REL A DIV NR PLACERVILLE CA,38.79406877,-120.7754889,NA,73,14982384
T11444280,11444280,ROCK C PH NR PLACERVILLE CA,38.78323555,-120.7785447,NA,73,14983396
T11444500,11444500,SF AMERICAN R NR PLACERVILLE CA,38.7710133,-120.8163242,N,598,14982644
T11445000,11445000,SF AMERICAN R A COLOMA CA,38.80156804,-120.8910493,N,631,14982326
T11445500,11445500,SF AMERICAN R NR LOTUS CA,38.81851188,-120.946885,Y,673,14982092
T11446000,11446000,WEBER C NR SALMON FALLS CA,38.76101274,-120.9899423,N,97.6,14982696
T11446500,11446500,AMERICAN R A FAIR OAKS CA,38.6354601,-121.2277262,N,1888,948021150
T11447000,11447000,AMERICAN R A SACRAMENTO CA,38.56796132,-121.4232867,N,1936,948021144
T11447293,11447293,DRY C A VERNON ST BRIDGE A ROSEVILLE CA,38.73323514,-121.301895,N,80.1,15022307
T11447360,11447360,ARCADE C NR DEL PASO HEIGHTS CA,38.64184848,-121.3827302,N,31.4,15022679
T11447500,11447500,SACRAMENTO R A SACRAMENTO CA,38.5865717,-121.505511,N,23507,15039173
T11447650,11447650,SACRAMENTO R A FREEPORT CA,38.45601954,-121.5013437,N,NA,15048349
T11448500,11448500,ADOBE C NR KELSEYVILLE CA,38.9268444,-122.8808283,N,6.36,8009273
T11448900,11448900,HIGHLAND C AB HIGHLAND C DAM CA,38.91962268,-122.9208298,N,11.9,8009321
T11449000,11449000,HIGHLAND C NR KELSEYVILLE CA,38.93601073,-122.9080515,N,12.6,8009247
T11449010,11449010,HIGHLAND C BL HIGHLAND CREEK DAM CA,38.94823234,-122.9019401,N,14.2,8009247
T11449100,11449100,SCOTTS C NR LAKEPORT CA,39.09544882,-122.9616644,N,55.2,8006559
T11449350,11449350,BURNS VALLEY C NR CLEARLAKE HIGHLANDS CA,38.9757301,-122.6127608,N,4.37,8009161
T11449450,11449450,COPSEY C NR LOWER LAKE CA,38.88906624,-122.5974832,N,13.2,8009377
T11449460,11449460,SEIGLER C A LOWER LAKE CA,38.9093435,-122.6144282,N,12.5,8009333
T11449500,11449500,KELSEY C NR KELSEYVILLE CA,38.92739984,-122.8436046,Y,36.6,948020963
T11450500,11450500,CACHE C A LOWER LAKE CA,38.92517627,-122.6124835,N,528,8009543
T11451000,11451000,CACHE C NR LOWER LAKE CA,38.9240648,-122.5658147,N,528,8009269
T11451100,11451100,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,39.1654458,-122.6199862,Y,60.2,8005975
T11451300,11451300,NF CACHE C NR CLEARLAKE OAKS CA,39.07544877,-122.5341477,N,121,8007863
T11451500,11451500,NF CACHE C NR LOWER LAKE CA,39.0190618,-122.56887,N,197,8007689
T11451715,11451715,BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA,38.95767446,-122.3427535,Y,94.9,8009213
T11451720,11451720,BEAR C NR RUMSEY CA,38.94406375,-122.3446981,N,100,8009213
T11451760,11451760,CACHE C AB RUMSEY CA,38.91295361,-122.2716419,N,955,15027085
T11452000,11452000,CACHE C NR CAPAY CA,38.72879201,-122.1052505,N,1044,15027249
T11452500,11452500,CACHE C A YOLO CA,38.727126,-121.8071874,N,1139,15030099
T11453000,11453000,YOLO BYPASS NR WOODLAND CA,38.67768173,-121.6441266,NA,NA,15035157
T11453200,11453200,DRY C NR MIDDLETOWN CA,38.7351832,-122.6488756,N,8.35,8015397
T11453500,11453500,PUTAH C NR GUENOC CA,38.77879078,-122.5174807,N,113,8015823
T11453550,11453550,HUNTING C NR KNOXVILLE CA,38.77156869,-122.408312,N,37.8,8015323
T11453570,11453570,ADAMS C NR KNOXVILLE CA,38.70462615,-122.2966438,N,7.42,8015475
T11453580,11453580,NEVADA C NR KNOXVILLE CA,38.71157045,-122.2930327,N,7.06,8015473
T11453600,11453600,POPE C NR POPE VALLEY CA,38.62990556,-122.3321998,N,78.3,8015641
T11454000,11454000,PUTAH C NR WINTERS CA,38.51518487,-122.0819159,N,574,15033009
T11454100,11454100,PLEASANTS C NR WINTERS CA,38.47768546,-122.0296919,N,15.9,15039505
T11454210,11454210,PUTAH SOUTH CN NR WINTERS CA,38.4926849,-122.0030248,NA,NA,15039489
T11454500,11454500,PUTAH C A WINTERS CA,38.52073996,-121.9677461,N,635,15039091
T11455000,11455000,PUTAH C NR DAVIS CA,38.52324013,-121.7871846,N,638,15039031
T11455900,11455900,NAPA R AT CALISTOGA CA,38.57712994,-122.578872,N,21.9,1668207
T11456000,11456000,NAPA R NR ST HELENA CA,38.51129745,-122.455813,N,78.8,1670127
T11456500,11456500,CONN C NR OAKVILLE CA,38.44713238,-122.3808113,N,55.4,1669001
T11457000,11457000,DRY C NR NAPA CA,38.35630164,-122.364977,Y,17.4,1669101
T11458000,11458000,NAPA R NR NAPA CA,38.3682457,-122.3033085,N,218,1669113
